DATE,ret_true,sigma_lstm,gk_vol_actual,shape,VaR_ret_95,VaR_ret_99,viol_95,viol_99
2006-12-20,-0.0006965001,0.0054744785,0.0031518089,3.7127273,-0.008685807819772772,-0.014047391313079298,0,0
2006-12-21,-0.0038394462,0.005467412,0.0057751867,3.644131,-0.008674596556907974,-0.014029259551492644,0,0
2006-12-22,-0.0066666915,0.005469508,0.004164022,3.653504,-0.008677921931486516,-0.014034637616370041,0,0
2006-12-26,0.005967024,0.005480196,0.0029183433,3.6706178,-0.008694879079677502,-0.014062062088697234,0,0
2006-12-27,0.005757671,0.005462984,0.0035711934,3.6825821,-0.008667571194124899,-0.014017897566265947,0,0
2006-12-28,-0.0022642177,0.0054418314,0.002600148,3.8735847,-0.008634010699500805,-0.013963620818446137,0,0
2006-12-29,-0.0036684468,0.00544458,0.005376102,3.663821,-0.008638371238301893,-0.013970673034675845,0,0
2007-01-03,-0.002628583,0.005455964,0.011067543,3.7489164,-0.008656432320366572,-0.013999882878200432,0,0
2007-01-04,0.0019283028,0.005452296,0.0072578187,3.8686132,-0.008650614045933912,-0.013990473093938754,0,0
2007-01-05,-0.007735622,0.005447302,0.0051070526,3.8881025,-0.008642690153366758,-0.0139776579336309,0,0
